Наименование;Цена;До;Тип тендера;От;Регион;Отрасль
Электронный аукцион от на право заключения договоров аренды недвижимого имущества находящегося в собственности муниципального образования Город Таганрог;6525;16.03.2021;Электронный аукцион;16.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Недвижимость;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;3536145;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;842124;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Выполнение работ по проведению экспертизы промышленной безопасности ОПО МУП Городское хозяйство на год;4298000;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта транспортного участка МУП Городское хозяйство;1506993;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;1530000;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;585618;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;462420;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;443517;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;408000;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;106400;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;341574;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;303260;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;59500;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;10316400;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;6080236;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;16253020;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
Разработка проектно сметной документации на Капитальный ремонт здания Административно лечебного корпуса муниципального бюджетного учреждения здравоохранения Городская поликлиника;1600000;15.03.2021;Электронный аукцион;26.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Проектные работы геодезия картография инженерные изыскания кадастровые работы;;
Капитальный ремонт помещений нежилого здания расположенного по адресу Ростовская область г Таганрог ул Розы Люксембург д;9159048;09.03.2021;Электронный аукцион;26.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
Ремонт автомобильных дорог общего пользования местного значения;52573755;09.03.2021;Электронный аукцион;26.02.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Дороги мосты тоннели;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка материалов для выполнения технического обслуживания текущего и капитального ремонта на котельных и тепловых сетях МУП Городское хозяйство на г Лот;1952540;12.03.2021;Электронный аукцион;01.03.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Ремонт котла Е Г котельной по адресу г Таганрог ул Дзержинского;369041;17.03.2021;Электронный аукцион;01.03.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Ремонт конвективной части котла КВГ котельной по адресу г Таганрог пер Смирновский;1655096;17.03.2021;Электронный аукцион;01.03.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
Ремонт асфальтовых дорожек и проездов;1692889;12.03.2021;Электронный аукцион;04.03.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Дороги мосты тоннели;;
Поставка оборудования для прачечной;1401326;11.03.2021;Электронный аукцион;03.03.2021;Ростовская область Южный ФО Таганрог;Офис дом Бытовая техника;;
Бумага для офисной техники белая;119836;12.03.2021;Электронный аукцион;01.03.2021;Ростовская область Южный ФО Таганрог;Офис дом Канцелярские принадлежности;;
Поставка бумаги для офисной техники;30323;12.03.2021;Электронный аукцион;26.02.2021;Ростовская область Южный ФО Таганрог;Офис дом Канцелярские принадлежности;;
Закупка электрических водонагревателей;85527;12.03.2021;Электронный аукцион;18.02.2021;Ростовская область Южный ФО Таганрог;Офис дом Бытовая техника;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ УПРАВЛЕНИЕ ВОДОКАНАЛ объявляет тендер Поставка горюче смазочных материалов;1296031;12.03.2021;Электронный аукцион;04.03.2021;Ростовская область Южный ФО Таганрог;Топливо и энергетика Масла;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ УПРАВЛЕНИЕ ВОДОКАНАЛ объявляет тендер Поставка нефтепродуктов;7430940;11.03.2021;Электронный аукцион;03.03.2021;Ростовская область Южный ФО Таганрог;Топливо и энергетика Топливо;;
Приобретение горюче смазочных материалов;168369;10.03.2021;Электронный аукцион;02.03.2021;Ростовская область Южный ФО Таганрог;Топливо и энергетика Топливо;;
Оказание услуг по диагностике техническому обслуживанию и ремонту автотранспортных средств;100000;15.03.2021;Электронный аукцион;04.03.2021;Ростовская область Южный ФО Таганрог;Транспорт Запчасти аксессуары услуги автосервиса;;
Оказание транспортных услуг по Ростовской области;1000000;09.03.2021;Электронный аукцион;26.02.2021;Ростовская область Южный ФО Таганрог;Транспорт Транспортные услуги перевозки;;
Поставка средств автотранспортных;762700;11.03.2021;Электронный аукцион;26.02.2021;Ростовская область Южный ФО Таганрог;Транспорт Автомобили автотранспорт автобусы прицепы;;
Поставка моющих средств;703900;15.03.2021;Электронный аукцион;05.03.2021;Ростовская область Южный ФО Таганрог;Химия Бытовая химия;;
Поставка этиловых спиртов;76635;15.03.2021;Электронный аукцион;05.03.2021;Ростовская область Южный ФО Таганрог;Химия Химические элементы и соединения;;
Поставка дезинфицирующих средств;1065248;09.03.2021;Электронный аукцион;01.03.2021;Ростовская область Южный ФО Таганрог;Химия Бытовая химия;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка смывающих средств и обезвреживающих средств очищающих кремов гелей или паст по МУП Городское хозяйство на год;370344;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Химия Бытовая химия;;
МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОЕ ХОЗЯЙСТВО объявляет тендер Поставка смывающих средств и обезвреживающих средств очищающих кремов гелей или паст по МУП Городское хозяйство на год;202344;12.03.2021;Электронный аукцион;24.02.2021;Ростовская область Южный ФО Таганрог;Химия Бытовая химия;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Выполнение работ по ремонту кровли с антикоррозионной обработкой металлоконструкций цеха корпусного оборудования;не указано;16.03.2021;Отбор;03.03.2021;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Ремонтные и строительные работы;;
АО ТНИИС объявляет тендер Поставка алмазных инденторов;не указано;26.11.2021;Извещение о заинтересованности;20.01.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
АО ТНИИС объявляет тендер Поставка ножей для зачистной машины;не указано;26.11.2021;Извещение о заинтересованности;20.01.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
АО ТНИИС объявляет тендер Поставка комплекта выпрямителей тока;не указано;10.03.2021;Извещение о заинтересованности;01.03.2021;Ростовская область Южный ФО Таганрог;Электротехника Электротехнические изделия;;
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСМОРПОРТ объявляет тендер Запрос ценового предложения на поставку противогазов шланговых ПШ ЭРВ для нужд ТУ АБФ ФГУП Росморпорт;не указано;10.03.2021;Не определен;04.03.2021;Ростовская область Южный ФО Таганрог;Безопасность Охрана и оборудование;;
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСМОРПОРТ объявляет тендер Запрос ценового предложения на поставку постельных принадлежностей для нужд ТУ АБФ ФГУП Росморпорт;не указано;11.03.2021;Не определен;03.03.2021;Ростовская область Южный ФО Таганрог;Легкая промышленность Мягкий инвентарь и постельные принадлежности;;
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСМОРПОРТ объявляет тендер Запрос ценового предложения на услугу по поставке крепежа для нужд ТУ АБФ ФГУП Росморпорт;не указано;09.03.2021;Не определен;17.02.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
ООО Курганнефтепродукт объявляет тендер Разработка проектной документации для ООО ТМТ;не указано;01.01.8212;Не определен;29.09.2020;Ростовская область Южный ФО Таганрог;Строительство недвижимость и архитектура Проектные работы геодезия картография инженерные изыскания кадастровые работы;;
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСМОРПОРТ объявляет тендер Поставка передаточных ремней;не указано;10.03.2021;Не определен;02.03.2021;Ростовская область Южный ФО Таганрог;Транспорт Запчасти аксессуары услуги автосервиса;;
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСМОРПОРТ объявляет тендер Поставка фильтров воздушных маслянных топливных тонкой грубой очистки;не указано;10.03.2021;Не определен;01.03.2021;Ростовская область Южный ФО Таганрог;Транспорт Запчасти аксессуары услуги автосервиса;;
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСМОРПОРТ объявляет тендер Поставка пускового стартера и электромагнитного клапана топливной остановки двигателя для ГД С т х Л в п Таганрог;не указано;09.03.2021;Не определен;26.02.2021;Ростовская область Южный ФО Таганрог;Транспорт Запчасти аксессуары услуги автосервиса;;
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РОСМОРПОРТ объявляет тендер Выполнение работ по техническому обслуживанию системы водоочистки мембранной в гг для нужд Таганрогского управления Азовского бассейнового филиала ФГУП Росморпорт по адресу Ростовская область г Таганрог пер Комсомольский спуск;не указано;10.03.2021;Не определен;16.02.2021;Ростовская область Южный ФО Таганрог;Экология Оборудование и системы очистки;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Проектирование автоматических систем пожарной сигнализации оповещения и управления эвакуацией людей при пожаре в здании АБК ЦРМП инв с выводом сигнала на ПЦН;не указано;09.03.2021;Запрос предложений;20.02.2021;Ростовская область Южный ФО Таганрог;Безопасность Видеонаблюдение Сигнализация ОПС СКД;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Производство презентационного фильма к летию Таганрогского металлургического завода;400000;12.03.2021;Запрос предложений;01.03.2021;Ростовская область Южный ФО Таганрог;Бизнес финансы страхование маркетинг и реклама Реклама Маркетинг;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Добровольное медицинское страхование;не указано;09.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;Бизнес финансы страхование маркетинг и реклама Страхование;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Плагин для и;не указано;10.03.2021;Запрос предложений;19.02.2021;Ростовская область Южный ФО Таганрог;Бизнес финансы страхование маркетинг и реклама Реклама Маркетинг;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка пиломатериала щитов торцевых рам распорных ложементов деревянных в течении месяцев г Обязательная регистрация поставок в системе ЕГАИС лес;не указано;09.03.2021;Запрос предложений;01.03.2021;Ростовская область Южный ФО Таганрог;Деревообработка лес Лесопиломатериалы;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Продление подписки на программное обеспечение;не указано;10.03.2021;Запрос предложений;04.03.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Программное обеспечение;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Вентиляционное оборудование ТПЦ;не указано;16.03.2021;Запрос предложений;04.03.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Компьютеры комплектующие оргтехника сети и сетевое оборудование;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка видеооборудования по з УИТ ЕДДС Безопасный город;не указано;11.03.2021;Запрос предложений;01.03.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Компьютеры комплектующие оргтехника сети и сетевое оборудование;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка телефона по з УИТ;37938;09.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Телефония;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Приобретение ТП ПО Предклапан;не указано;10.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Программное обеспечение;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Приобретение услуг по технической поддержке лицензий ПО на месяцев;не указано;10.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Программное обеспечение;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Проектирование и внедрение электронного архива конструкторской документации АО ТАГМЕТ;8870002;12.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Компьютеры комплектующие оргтехника сети и сетевое оборудование;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Приобретение лицензий ПО;не указано;09.03.2021;Запрос предложений;25.02.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Программное обеспечение;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Приобретение технической поддержки лицензий ПА СТАРТ ПРОФ;не указано;09.03.2021;Запрос предложений;25.02.2021;Ростовская область Южный ФО Таганрог;компьютеры связь Программное обеспечение;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка пломб;не указано;09.03.2021;Запрос предложений;18.02.2021;Ростовская область Южный ФО Таганрог;Легкая промышленность Хозяйственные изделия;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Ремонт железобетонных плит покрытия ЦМК по заключению ЭПБ п;не указано;09.03.2021;Запрос предложений;08.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Ремонт обслуживание пуско наладочные работы;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Выполнение работ по техническому обслуживанию и ремонту по техническому состоянию погрузочно разгрузочной техники в количестве ед марки в ЭСПЦ АО ТАГМЕТ согласно Технического задания;не указано;10.03.2021;Запрос предложений;17.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Лифты и подъемно транспортное оборудование;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Выполнение работ по механической обработке деталей сменного оборудования и инструмента по заявкам подразделений АО ТАГМЕТ годовой объ м;не указано;10.03.2021;Запрос предложений;18.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Капитальный ремонт сетей воздухоснабжения к дробеструйной камере в Котельном цехе ПАО ТКЗ Красный котельщик;не указано;10.03.2021;Запрос предложений;18.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Ремонт обслуживание пуско наладочные работы;;
Открытое акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Модернизация ОСК по ТУ габариты х х с целью увеличения рабочего пространства до х х для ПА ТКЗ Красный котельщик;не указано;10.03.2021;Запрос предложений;18.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Ремонт обслуживание пуско наладочные работы;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Проведение сканирования зубчатых соединений муфт клетей стана и втулок шпинделей главных приводов стана инв;не указано;09.03.2021;Запрос предложений;18.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Оборудование подачи флюса железного порошка для машины газовой резки ф К согласно исходных данных ИД;77697;09.03.2021;Запрос предложений;18.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Манжеты уплотнения кольца заявки ТПЦ для испытаний труб на гидропрессе Бронкс;не указано;12.03.2021;Запрос предложений;20.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка хомутов для УООТ;не указано;09.03.2021;Запрос предложений;25.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Публичное акционерное общество Таганрогский котлостроительный завод Красный котельщик объявляет тендер Воздухоподогреватель и паровой котел;не указано;09.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Ремонт обслуживание пуско наладочные работы;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Поставка колес и колес рабочих с ребордой ч;не указано;12.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер закупка по чертежам блока переднего пресса Бронкс заявка ТПЦ;не указано;15.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка весов автомобильных по з;не указано;11.03.2021;Запрос предложений;26.02.2021;Ростовская область Южный ФО Таганрог;Машиностроение Лифты и подъемно транспортное оборудование;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Поставка блока КДРУ;не указано;16.03.2021;Запрос предложений;01.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Тележка склад УОМО;не указано;10.03.2021;Запрос предложений;01.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Лифты и подъемно транспортное оборудование;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Поставка пары колесной;не указано;12.03.2021;Запрос предложений;01.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Элемент мембранный аналог мембрана;не указано;10.03.2021;Запрос предложений;03.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Клапан ф по заявке ТПЦ;не указано;10.03.2021;Запрос предложений;03.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Приобретение Трансформатора печного МВА согласно Техническому заданию АО ТАГМЕТ;не указано;02.04.2021;Запрос предложений;03.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка кулачков;не указано;10.03.2021;Запрос предложений;03.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Стропа;не указано;09.03.2021;Запрос предложений;03.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Лифты и подъемно транспортное оборудование;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка клише полимерных с установкой на автоматическую оснастку;не указано;12.03.2021;Запрос предложений;04.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Поставка крышки стальковшей;не указано;19.03.2021;Запрос предложений;05.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Поставка запасных частей для автопогрузчика Заявки ЭСПЦ;не указано;12.03.2021;Запрос предложений;05.03.2021;Ростовская область Южный ФО Таганрог;Машиностроение Детали запчасти инструменты;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка перекиси водорода марка А;не указано;10.03.2021;Запрос предложений;03.03.2021;Ростовская область Южный ФО Таганрог;Медицина фармакология Лекарственные препараты витамины расходные материалы;;
Акционерное общество ЕВРАЗ Металл Инпром объявляет тендер Прокат март апрель одноэтапный ЗСМК обеспечить сохранение цен на весь период поставки;не указано;11.03.2021;Запрос предложений;05.03.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
Акционерное общество ЕВРАЗ Металл Инпром объявляет тендер Прокат март апрель одноэтапный РУК обеспечить сохранение цен на весь период поставки;не указано;10.03.2021;Запрос предложений;05.03.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
Акционерное общество ЕВРАЗ Металл Инпром объявляет тендер Вост труба для АО ЕВРАЗ КГОК Вост труба для АО ЕВРАЗ КГОК;6323571;08.03.2021;Запрос предложений;04.03.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
Акционерное общество ЕВРАЗ Металл Инпром объявляет тендер Трубная продукция для нужд АО ЕВРАЗ НТМК Поставка;не указано;09.03.2021;Запрос предложений;04.03.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Услуги по порезке и сквозному сверлению непрерывнолитой заготовки;не указано;10.03.2021;Запрос предложений;04.03.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлы;;
Акционерное общество ЕВРАЗ Металл Инпром объявляет тендер Лист пвл март одноэтапный обеспечить сохранение цены на период поставки Объемы предварительные могут быть скорректированы заказчиком;не указано;09.03.2021;Запрос предложений;04.03.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
Акционерное общество Таганрогский Металлургический Завод объявляет тендер Закупка сеток шлифовальных для Хозяйственного отдела;не указано;09.03.2021;Запрос предложений;03.03.2021;Ростовская область Южный ФО Таганрог;Металлы металлоизделия Металлоизделия и металлоконструкции;;
